Score_Step1,Score_Step2,Score_Step3,TableA_score,ForceLoad_score,ScoreA,Score_Step4,Score_Step5,Score_Step6,TableB_score,Coupling_score,ScoreB,TableC_score,Activity_score,Final_REBA_score,REBA_risk_level
2,6,2,7,0,7,6,4,4,9,0,9,10,0,10,High risk
