elbowL_yz_deg,elbowR_yz_deg,head_vs_neck_xz_deg,head_vs_neck_yz_deg,kneeL_xz_deg,kneeL_yz_deg,kneeR_xz_deg,kneeR_yz_deg,shoulderL_vs_upperarmL_xz_deg,shoulderL_vs_upperarmL_yz_deg,shoulderR_vs_upperarmR_xz_deg,shoulderR_vs_upperarmR_yz_deg,spine1_vs_spine2_yz_deg,spine2_vs_spine3_yz_deg,spine3_vs_spine4_yz_deg,thighL_vs_spine1_yz_deg,thighR_vs_spine1_yz_deg,wristL_yz_deg,wristR_yz_deg,head_q_x,head_q_y,head_q_z,upperarmL_q_x,upperarmL_q_y,upperarmL_q_z,upperarmR_q_x,upperarmR_q_y,upperarmR_q_z,handL_q_x,handL_q_y,handL_q_z,handR_q_x,handR_q_y,handR_q_z,thighL_q_x,thighL_q_y,thighL_q_z,thighR_q_x,thighR_q_y,thighR_q_z,shinL_q_x,shinL_q_y,shinL_q_z,shinR_q_x,shinR_q_y,shinR_q_z,spine1_q_x,spine1_q_y,spine1_q_z,spine2_q_x,spine2_q_y,spine2_q_z,spine3_q_x,spine3_q_y,spine3_q_z,spine4_q_x,spine4_q_y,spine4_q_z
154.69513,148.21039,4.4290924,16.687502,168.42906,131.46754,169.5303,134.79135,79.61575,133.94273,66.45018,137.58487,8.659662,4.0987363,11.697195,140.93527,135.21587,167.42494,154.95132,-0.027443377,0.108823076,-0.02010386,-0.0017459637,-0.0033547012,0.00071388227,-0.0040098494,0.00068653026,-0.009228998,-0.0016128204,0.27416342,-0.01844694,0.13856319,-0.16327582,-0.024649465,-0.0022400126,-0.009221566,0.0070985397,-1.5067402e-05,0.00043294008,-0.010312425,-0.0492468,-0.006456715,0.008595014,0.0041735205,0.0027440565,0.0023031922,-0.073906876,0.018535629,0.015560841,0.21508601,-0.024410203,-0.005271599,0.00795793,0.007262441,-0.02357866,0.08717028,0.011457501,0.010639243
